0,0,0,0,0,0,0,0,0,0,0,0,0
209,3,0,1,1,2,2,1,0,0,1,0,0
190,1,6,2,2,2,2,2,2,1,2,3,3
211,1,0,1,1,0,2,1,2,0,1,0,0
197,2,1,2,5,2,2,1,0,0,0,1,2
191,0,1,1,1,5,0,3,1,2,0,1,2
215,0,2,2,3,3,9,2,2,3,3,1,2
195,3,0,1,1,5,1,5,0,1,1,1,0
183,0,0,1,0,3,1,0,1,0,0,0,2
200,6,0,0,1,3,2,3,2,4,0,4,1
195,0,0,1,1,0,2,0,0,0,0,1,1
122,4,9,0,3,3,2,9,1,2,1,12,2
176,3,0,2,2,1,2,2,3,1,2,2,14
